id,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9
0,0.11911663742159814, 0.09376955680652149, 0.05430582456335529, 0.053361208791527046, 0.052280547161636604, 0.04363919325455816, 0.03112166650498787, 0.022629015210120673, 0.02116668750577901, 0.019880934916158464,
1,0.16220150837567948, 0.01811663331233589, 0.017635108720753568, 0.01560011059813694, 0.015078239419571624, 0.00873726604609376, 0.007999163055435509, 0.007029770721198759, 0.005718288220907219, 0.004308534910725924,
2,0.13715856463538217, 0.0438976053160686, 0.030034744609664488, 0.023236214236119896, 0.021399181386990394, 0.018065649103766644, 0.016732561664235566, 0.009172981010066753, 0.008768745673457142, 0.008356450429200146,
3,0.024278346735976484, 0.012439163606248353, 0.006785472368492248, 0.006584798466352415, 0.0054283405057075134, 0.004572611132643159, 0.0037806680825909346, 0.003587303808641349, 0.0035873038086368914, 0.003587303808635124,
4,0.052908876737283735, 0.04090241278843533, 0.03948752788142709, 0.03537141459447366, 0.03290768009942411, 0.03208872318080259, 0.03124762224116324, 0.02817114593723663, 0.02428152229154637, 0.02426522780269748,
5,0.039333223099007227, 0.016147192017898052, 0.011152478264092068, 0.01022767196919922, 0.008881087268895662, 0.008041852930947505, 0.007166285062473908, 0.006794592907945766, 0.006618424373955166, 0.0047953157019608615,
6,0.07694767811977539, 0.038793702993184215, 0.03338137044028039, 0.029653209280952688, 0.022574264568582848, 0.019926538459769272, 0.01518574991835693, 0.014846311189371741, 0.014383405531258326, 0.010985178705157988,
7,0.28958170800693744, 0.21871809837958192, 0.019922980244872303, 0.015519594928413477, 0.00917844065318148, 0.007993780980415796, 0.00793397320019688, 0.00773632820703496, 0.007482098293374612, 0.006266960903817908,
8,0.10248840087780564, 0.0657506936074378, 0.06422668694128464, 0.04070904024040793, 0.038983409318360106, 0.03783489979304161, 0.03683740319437357, 0.025021542987311216, 0.024040442963952233, 0.021446488637530462,
9,0.17113417529958688, 0.0749567377447561, 0.041889077991858994, 0.03893128702733577, 0.026031052109414657, 0.02421590146135986, 0.021271140127512276, 0.01720500235097023, 0.01691119052050799, 0.014754974857020294,
10,0.10329973919836034, 0.07133740179139156, 0.06724401927750341, 0.06713396989213813, 0.06305070524912981, 0.06182171000563609, 0.059835318637631356, 0.05608303885639086, 0.05392440989667182, 0.04549973337852515,
11,0.06806210875396149, 0.06435111487115651, 0.04635889046267357, 0.017607720306532734, 0.01729040181329559, 0.016986954040902624, 0.014647131254047908, 0.013339211439759063, 0.012945458872501675, 0.0118547009851571,
12,0.011084956174938666, 0.003744521989416573, 0.0036853955665989537, 0.0032734981695404486, 0.003060628969268178, 0.0027984163422074657, 0.0025611314241533686, 0.0025611314241486306, 0.0025611314241359598, 0.002157759403182707,
13,0.15444696036570532, 0.07267020508826798, 0.07105463549816714, 0.06951528271110968, 0.05585147564515079, 0.054798887371110584, 0.04528399374159629, 0.038656583950293484, 0.033165692073501105, 0.03183468575358835,
14,0.035743599601015516, 0.012679098681439708, 0.010870646858611025, 0.010700409078828797, 0.010547786699109017, 0.010439888494476668, 0.010356715454822245, 0.01007913433052931, 0.00980296396274621, 0.009684604355336874,
15,0.14521428838462688, 0.10156732423717213, 0.06804832870679164, 0.061454590723125264, 0.04712544601938272, 0.015190287569887797, 0.012384074567763323, 0.010354006273465938, 0.009267534885748286, 0.008815925311808743,
16,0.16869246923661194, 0.08565397499721875, 0.07074480663742382, 0.06745173173198349, 0.06670783475281054, 0.06154077926867474, 0.060187709556632274, 0.05280894341988715, 0.050832467252690784, 0.05033491442845893,
17,0.19553489112513586, 0.15836390056130473, 0.022206953386526295, 0.013694252752839082, 0.009933852491114283, 0.006356715499399324, 0.00558713310584378, 0.004812545029891796, 0.004042486590323202, 0.0026916668437632885,
18,0.05322269061040011, 0.04657837239342882, 0.03767897956899769, 0.035527675293538376, 0.02294612850156532, 0.022171360187473954, 0.0193835721486851, 0.016629131228735383, 0.01602847030151393, 0.015032914040567632,
19,0.4774013637953744, 0.03767468226183172, 0.03275199709669297, 0.0150260399518346, 0.012942139446354011, 0.011879124296152777, 0.010720792225281993, 0.01041087851271397, 0.007761926391898031, 0.004771565945269584,
