"id","result"
819712,11
799745,16
823273,11
820473,13
794809,11
789833,13
820177,13
783963,16
825465,11
800367,16
822012,16
816982,11
791403,11
805604,16
811648,7
789183,11
808550,16
807038,10
812674,16
790090,13
819756,13
815137,16
783303,11
782638,11
810256,11
794623,11
812215,16
785700,11
783762,11
819673,11
802408,11
806928,15
784871,16
810814,11
824233,10
826757,16
812559,7
802921,0
823011,13
800640,13
786786,10
784091,11
820717,14
797798,16
821860,16
809935,13
797938,10
803276,11
813456,16
825838,16
788652,10
789331,13
822921,13
790786,11
806189,11
782633,18
805890,11
817858,14
788838,16
799769,13
788314,10
820753,11
818779,10
818035,16
794398,11
816732,11
811304,16
821203,10
805546,13
786584,13
790203,16
790557,10
822919,13
811710,4
802759,11
812085,14
812059,16
802535,11
796157,14
826217,13
820545,16
791153,11
821374,11
790248,11
794914,11
820557,16
797899,13
804271,11
817817,13
819891,13
815264,16
800861,2
803267,13
801625,11
791233,6
809401,13
785014,13
821064,16
799828,13
826119,16
810805,11
785475,13
791409,16
797398,4
808677,13
790125,16
805805,16
795877,16
823359,11
821096,16
797987,11
800943,10
821764,13
797907,11
819586,13
822594,13
812925,11
816295,11
808816,16
807929,16
783984,13
784546,10
805230,14
808583,16
796344,0
818237,0
818563,14
789381,13
805543,11
812857,16
811455,11
819995,10
786716,13
817719,10
821868,16
805369,11
795017,7
787659,11
809906,11
796639,16
787530,7
820762,16
810807,11
804469,16
806092,16
807128,10
820933,11
824223,16
787690,13
788893,16
823121,13
806685,10
792403,16
803452,11
807193,16
786915,16
821433,13
790537,16
789026,14
822706,11
809946,13
802911,0
803982,13
787277,13
794748,11
784190,10
790560,10
812290,11
811339,16
824720,13
806252,0
825339,11
806846,16
801679,13
815237,14
809750,11
786466,11
813757,16
820641,16
807338,16
783055,14
817634,4
792427,16
809255,13
817270,7
785789,11
826492,13
785818,11
816926,13
808476,10
803784,13
799392,16
789557,13
811209,16
811533,16
810616,16
817194,14
800605,11
793663,16
801562,13
791912,11
817362,11
794920,11
825449,16
799399,16
825631,13
810875,10
809326,11
789319,10
819842,13
784710,11
807339,16
811863,13
824928,16
821356,16
824959,11
810883,10
798561,14
825064,10
817616,16
811174,16
805087,10
785529,13
790358,13
799823,11
786050,13
792037,16
820988,11
796593,16
822484,10
815420,16
784523,11
807371,16
809390,13
815856,13
803080,13
812236,16
803089,13
806305,16
790425,11
811767,11
808384,10
798377,1
794508,11
825626,13
806949,11
816160,11
784486,4
822148,13
816887,11
784459,11
785755,16
792524,16
803243,11
784873,11
809696,13
818766,11
794120,7
802016,0
817128,16
805006,10
823865,16
789364,16
799048,16
825289,10
817305,7
810818,11
800025,16
790839,10
820991,16
794333,8
804247,11
793563,7
808740,16
826292,13
814564,4
810606,16
786879,6
791430,16
789479,16
819383,11
783012,11
796773,13
792746,13
809556,13
814673,13
809079,16
803870,11
825784,10
792203,14
783534,13
798984,10
818383,11
815169,11
816997,14
824281,16
782588,11
804713,16
783049,13
793654,11
821739,13
793768,10
797982,10
801804,16
818794,15
782722,16
818204,16
794038,16
824833,16
783402,11
804441,16
802673,0
789798,11
808080,16
819960,13
820452,16
799767,13
790841,10
812088,11
803910,11
791393,10
802045,10
789468,11
813721,14
823058,13
812524,15
818465,11
818592,11
785415,16
807878,16
800964,6
801404,16
788610,11
788271,7
788669,13
806026,16
805895,10
820316,11
823110,13
806492,11
825195,16
793341,10
811376,16
789868,11
812868,16
820053,13
784467,11
789896,11
784307,13
783376,10
791433,16
811031,16
801123,10
793154,13
817189,16
820008,13
802573,10
812395,16
800109,16
795876,16
800595,11
783521,11
813469,16
812449,16
782545,13
822989,11
800646,10
804254,13
806496,10
815408,16
811550,16
795960,16
787330,7
797438,11
802667,11
807537,13
808695,16
818199,4
795664,3
810692,16
801393,13
822299,11
789631,16
818991,11
817728,10
798086,13
804511,16
793590,7
823219,10
807259,16
805991,11
820816,14
803381,13
787614,16
816249,13
801870,14
813529,14
817397,10
798170,13
795975,16
804829,13
810906,13
804699,16
808046,16
815857,13
783300,11
795230,4
804044,16
825519,16
810152,16
814231,14
809013,16
819058,13
808554,16
799094,16
792158,10
807797,16
802244,7
782770,4
817431,13
812191,14
798927,16
793889,11
793065,16
789542,13
799027,16
800756,16
809592,13
786648,11
806965,11
802672,13
793356,16
822016,16
791747,16
812658,10
783743,16
817753,0
801155,16
807071,11
795818,16
819575,10
798141,11
819939,11
809660,11
785310,16
784057,16
812240,7
815267,16
788106,11
823675,16
823780,11
819016,13
814352,14
803851,13
812867,16
824570,13
787387,7
811445,14
795247,11
816304,14
825240,16
810006,13
806994,10
805090,13
816303,10
815806,16
822480,13
786010,16
784841,4
808994,16
812898,16
820692,4
791992,11
815272,16
810299,16
820394,13
784201,10
798128,13
808713,16
819887,13
820818,14
817347,11
800480,13
803373,13
809711,13
793293,16
802515,11
806178,11
802037,0
803481,13
793406,16
809475,11
802042,11
824764,13
815754,16
787561,11
796686,16
806699,16
821241,16
814013,11
785765,16
809465,13
795271,11
812546,7
814315,14
801892,6
817572,14
793386,16
819027,13
797245,11
812478,16
817212,10
793369,11
817510,13
788718,16
817313,7
814295,10
800246,16
817304,7
798411,14
814780,16
796547,0
818350,16
816254,13
807455,11
802905,11
790606,11
799689,10
803974,13
788965,11
820889,11
823059,13
789556,13
792353,16
791258,13
822117,14
797768,16
782432,10
815685,16
814379,16
825555,11
790986,16
809125,13
815443,10
799337,16
785790,16
796147,10
784886,16
790674,16
804272,11
824871,16
782602,14
793085,11
793008,11
814953,16
822824,11
797272,16
782943,16
801882,16
811930,16
792028,14
806463,11
792015,16
823572,11
825433,16
812424,16
803447,13
784220,11
808898,16
794980,13
800507,11
807399,11
815131,16
824856,16
791960,16
802477,13
808412,11
791830,16
800105,16
802953,16
812400,16
826389,16
783200,10
797648,0
810557,16
808796,15
816360,10
795913,16
807034,10
799615,16
808212,16
799421,16
807332,11
808319,10
803674,13
816149,13
785545,13
792772,13
824575,13
825783,16
811705,14
805201,10
794218,16
800308,16
783455,13
819290,13
809160,11
788001,0
823264,16
812075,14
783810,16
816964,13
818165,16
818976,13
820179,13
808847,10
787428,13
782377,4
798046,13
814212,10
784958,13
811425,0
818852,11
791923,11
822875,13
807007,10
794342,11
799011,10
792280,14
816726,16
809474,10
787237,10
789878,13
813945,16
785657,11
790699,0
798308,4
819466,13
816772,11
824278,10
808022,16
788328,13
817988,13
789685,13
792205,14
826062,16
815310,16
788403,16
811295,16
814025,11
813080,11
788129,14
814905,16
825672,11
820476,16
800590,10
809834,11
809573,13
817666,7
820621,16
813540,11
824257,16
811848,11
783257,13
826472,11
800498,13
824644,13
800762,11
808977,16
798877,10
802029,0
824717,11
806754,10
795135,10
805339,11
812258,14
803540,13
807288,16
796836,11
820346,10
822443,11
825894,11
809997,13
808929,16
804496,13
820136,11
819218,10
825186,16
787261,16
785571,13
820433,16
787031,10
791515,11
822903,13
814541,11
810244,16
794160,14
793086,16
800358,11
803191,13
801638,13
794780,11
784908,15
787867,16
782499,11
786736,11
804498,16
800332,16
819023,8
825175,11
800525,13
799097,16
820789,11
786835,13
792272,14
788301,11
783766,7
805000,10
822767,10
798744,14
817555,13
825067,11
824519,16
784089,16
808679,11
804096,10
822932,11
804812,16
793262,16
799362,16
826288,13
814443,16
796683,16
795902,16
814147,16
806381,13
822914,13
790373,11
824362,0
794567,14
819380,13
811501,16
790525,16
809756,13
818394,11
817648,7
801556,16
783553,11
809431,13
808612,16
804750,16
796304,14
799801,13
806198,13
806834,10
824023,11
803274,13
824366,16
784001,16
811242,0
784878,16
819305,13
807252,16
795860,16
812684,16
817236,7
787431,13
804698,11
802069,14
800867,11
819688,13
798033,13
796631,16
819848,13
816237,13
820656,11
822242,14
804580,10
817642,7
783585,11
821420,13
807625,11
818122,16
802249,7
792093,16
805790,16
796040,16
822792,11
825135,16
806582,14
790014,13
786636,11
799032,16
787532,11
821475,13
804328,11
784014,16
792389,11
792652,11
823357,11
826431,16
805038,10
789199,11
800199,10
799635,16
821711,13
811610,16
820960,11
805897,11
785692,10
804307,13
791713,16
804863,11
803900,13
819355,13
797809,16
822402,13
817447,14
795934,11
810832,14
804429,16
820456,16
811409,13
784994,11
796132,10
814127,10
810855,10
826426,16
800664,10
804859,16
809940,13
816333,14
800134,14
816743,16
818888,13
790370,11
809451,11
807324,16
825183,16
803398,11
809917,10
820440,16
818951,13
801512,10
822546,13
823476,11
783671,11
800539,13
808435,11
786539,11
817933,13
788135,10
816923,11
796248,16
783333,16
797168,11
799402,11
821167,16
783563,11
791286,13
788285,11
798788,16
785650,10
796391,11
816806,16
797767,16
821303,13
804623,11
816216,13
819733,13
816984,11
821465,11
823965,11
794645,8
825425,0
783832,11
824079,16
821350,11
824935,16
819931,13
794648,6
817462,16
784586,7
802435,11
822593,13
800005,16
803980,13
823410,13
789664,11
822776,11
795612,10
795742,3
805632,16
789744,13
792000,10
804373,13
808565,16
824286,11
815388,16
787389,7
786962,10
818857,16
819013,13
812820,16
796551,0
788066,10
787785,10
812137,10
815304,16
790855,11
816736,16
790484,10
801446,4
825260,10
786939,14
789418,13
824483,16
800228,16
799927,13
803777,11
808961,16
819269,13
807021,16
809533,13
823120,11
794283,16
803560,13
816405,11
802907,0
816346,10
782626,16
786950,10
788298,10
819189,10
788906,16
818385,10
793776,10
785422,11
794025,10
825378,16
807892,10
803336,13
823241,16
820360,11
825562,10
800441,10
802635,13
807310,11
816563,16
796006,16
800161,13
817143,14
822859,13
820635,16
805193,11
826167,11
816724,11
798766,16
821294,16
823945,16
798429,13
806390,13
826091,16
800188,11
798851,16
785345,11
808382,11
797940,7
789278,11
826787,16
826623,10
820757,11
796444,10
785173,11
804316,13
815905,16
804293,13
817373,16
801863,16
790206,16
803724,11
822819,11
817285,7
812737,4
784366,11
812065,4
804085,11
819540,11
815297,11
785874,11
811845,13
804301,13
820017,13
803405,11
807389,11
820058,13
808357,11
795245,11
806318,11
800497,11
786727,13
785697,10
825999,16
816942,16
808628,16
800176,16
813676,11
785870,10
822507,10
804171,11
802337,7
799548,11
788174,14
803208,11
811844,14
800535,13
822421,11
787803,13
820978,16
807089,10
817220,3
788012,11
804157,13
803937,11
821280,13
799293,10
818342,10
819216,10
796328,0
799798,13
806822,10
787819,13
789409,14
812297,0
789777,13
821597,4
806416,11
801049,16
822209,13
783591,13
809009,16
794402,11
785341,16
805526,11
807171,11
794571,7
802490,16
826344,13
789304,11
804635,10
800210,10
793979,11
799779,11
785436,14
788783,10
822326,0
825151,16
819337,11
804700,16
804331,13
796619,16
821702,13
792930,0
783362,10
798602,10
804631,10
826598,13
819321,13
819531,13
802187,7
802606,11
796481,0
805250,11
807986,16
813211,10
804187,13
816151,13
786547,10
783094,11
825823,16
792104,16
817911,13
788823,11
796102,16
807318,16
821517,16
817448,11
811987,16
814210,16
786877,14
792446,11
817479,16
799503,16
814019,10
794577,7
789674,13
793089,16
802817,16
783972,16
794072,10
814136,7
812514,16
824130,11
792754,11
822870,13
817312,7
802706,0
798459,14
805466,11
801289,16
805485,11
821163,16
798351,11
818570,11
814755,16
800241,16
821542,11
805585,16
798941,16
789655,13
816274,13
822325,11
790852,11
812154,11
796100,16
808030,16
791805,11
822839,11
811357,16
809068,11
803034,11
825353,16
798794,16
825357,11
814027,16
813966,10
808795,16
817663,7
821377,16
820051,13
808235,16
783829,16
804257,13
812135,11
822233,13
818379,10
801906,16
793608,7
819535,13
791303,11
808095,11
825613,13
815725,11
825242,16
814618,16
803788,13
805274,13
823833,13
786077,11
792507,16
818674,16
788848,16
811840,11
809943,13
791888,14
792095,11
802473,13
823102,13
797680,13
794114,11
799874,13
807818,16
803818,13
816248,0
807977,16
807286,16
816924,13
790102,13
808844,11
824377,16
818558,10
815260,10
826365,11
792345,11
811653,11
818362,11
788599,10
791613,11
825572,16
787357,11
809109,13
789363,13
818677,10
818190,4
801904,13
784888,16
792240,14
793550,7
792937,10
802733,11
802773,0
808172,16
823588,11
809522,13
792830,0
812792,16
804759,16
800568,13
818058,11
822429,11
823524,7
821011,11
826424,16
809681,13
805335,11
794169,13
787701,16
805034,11
795491,16
795725,14
806893,10
790890,16
796089,11
788966,16
822710,10
785440,14
822251,16
788811,16
815154,11
825603,13
789767,13
826701,16
793393,16
785784,16
806943,10
798741,3
794533,10
811539,10
792557,10
805845,16
804536,13
782919,14
796522,0
801696,16
805797,16
787638,16
807219,11
805015,10
794744,7
808414,11
817423,11
795184,11
804648,13
805520,13
826770,16
822427,10
797423,1
796237,16
808919,16
820423,16
819327,13
819342,13
805930,16
788816,16
806199,11
811077,16
791583,14
815174,11
826724,10
783905,16
823119,13
812351,16
793704,10
814478,10
802591,11
817377,13
807850,16
804274,13
820500,11
795958,11
800704,10
819204,11
824694,16
811347,16
790887,16
819136,16
806068,14
803256,13
789138,11
796274,0
821287,13
822871,13
813170,14
807258,11
814682,10
796486,0
790309,11
796247,14
825466,16
813437,16
789593,7
801830,7
823747,10
818533,10
787732,10
804167,13
789776,13
792058,16
823440,0
795371,16
807462,10
800581,13
803269,13
822388,13
817459,16
789231,11
794285,16
808273,16
782665,13
798488,3
805505,16
803036,13
783451,13
804931,11
785304,16
815761,16
782894,10
813617,0
808970,16
805357,11
792906,11
786249,16
794406,13
798198,11
788274,11
785861,10
804278,13
800574,11
806605,16
816870,10
800792,14
784982,11
803489,13
811654,14
809661,13
810609,16
821386,16
788348,7
798413,14
825118,11
821878,16
806845,10
789884,11
803954,11
825185,16
793374,11
801777,10
788529,10
791285,13
792747,13
802748,11
805426,16
796016,10
820026,13
807624,16
800097,16
820351,10
797541,0
791777,16
821138,16
806702,10
815902,11
796614,11
788410,11
807386,13
820809,11
788113,10
822600,14
790857,10
812798,16
814037,11
820628,16
823025,13
785367,11
824245,11
824930,16
811881,11
809198,13
795865,16
786413,13
790308,11
825125,16
790882,16
808398,11
801139,10
818396,0
805354,11
817214,11
798360,11
811511,16
820399,13
802813,0
805099,10
796103,14
789647,11
818507,10
804882,11
826622,13
807860,16
798023,16
823568,7
792880,4
802781,0
823574,13
817812,13
818378,14
795484,16
789139,16
791064,16
796309,16
807126,10
819162,11
805786,10
803298,13
805039,10
783636,10
806622,14
823445,11
784618,11
809268,16
796018,16
783650,16
786731,11
783331,11
809758,13
804550,13
796362,0
807284,16
800730,16
792800,13
813069,11
790004,13
787529,16
819835,11
803891,11
798131,13
803834,13
820322,10
821605,4
796532,0
799540,11
790339,13
789699,13
812380,16
783757,16
798490,14
792542,16
825777,16
813066,14
807852,16
807104,10
814060,10
823537,7
817066,11
825920,11
794586,7
784262,10
805493,16
810880,10
818052,16
817512,16
794148,13
822080,16
803341,13
782370,4
797495,10
806170,10
821186,10
815351,11
785871,10
805363,11
797366,11
801881,10
809402,16
792613,11
805037,11
826646,10
782652,4
826684,16
811937,16
783173,11
807909,16
814409,11
789252,11
808211,16
799166,16
825137,16
792096,16
821976,16
805636,16
822639,16
803849,13
824630,11
813705,14
791282,13
806701,10
789795,13
816396,13
806380,13
804767,16
814123,16
785651,16
787125,14
816633,13
808605,16
784717,16
790583,10
786536,10
786828,11
822670,16
826291,13
821810,11
807018,11
811175,16
805947,16
809978,13
792862,13
819991,13
815876,16
811340,16
795480,10
819694,13
804149,13
791155,14
802291,16
800923,11
783348,11
816392,13
787770,11
802544,10
802387,4
800118,16
818536,10
802275,7
823575,11
785860,11
798196,13
791726,11
784595,11
825592,11
806977,10
786898,16
813593,14
790640,14
803396,13
804005,13
784182,10
793064,16
783149,10
787033,11
819513,13
790835,10
807548,10
787742,10
806323,13
806807,10
792135,11
814160,11
810874,10
825892,11
791539,0
785232,13
820146,13
798223,13
821250,16
814178,10
797501,11
811098,16
816330,13
783556,13
788852,16
793115,11
806761,13
789446,11
807112,10
821065,16
783214,11
801786,13
796659,16
791647,16
809788,11
801513,13
801472,16
816750,16
805759,16
795572,16
816810,16
784495,16
808609,16
814671,13
804658,16
793953,11
799425,16
819828,13
821777,11
809950,13
817838,13
787711,11
804494,16
824105,16
794085,13
800598,10
818206,16
782673,13
800226,10
788097,10
819715,13
786560,10
809790,11
